fiscal_year,system_code,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct
2020,19K346,K346,P.S. 346 Abe Stark,331900010346,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1977-07-01T00:00:00.000,Open,K346,1400 PENNSYLVANIA AVENUE,NY,1016996,174887,-73.881997,40.64664,305,42,105804,3044520025,BK93,Starrett City,KEVIN CAIFA,Principal,718-642-3000,718-642-8498,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,32K347,K347,I.S. 347 School of Humanities,333200010347,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2000-07-01T00:00:00.000,Open,K111,35 STARR STREET,NY,1004231,194609,-73.927938,40.70081,304,34,42300,3031850001,BK78,Bushwick South,JOHN BARBELLA,Principal,718-821-4248,718-821-1332,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 2- Brooklyn North,NULL,NULL,NULL,304,83
2020,21K348,K348,High School of Sports Management,332100011348,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,K400,2630 BENSON AVENUE,NY,988051,155333,-73.986313,40.593028,313,47,30600,3068830001,BK26,Gravesend,DEREK CRADLE,Principal,718-333-7650,718-333-7675,21,21,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",313,60
2020,32K349,K349,"I.S. 349 Math, Science & Tech.",333200010349,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,SE","06,07,08",2000-07-01T00:00:00.000,Open,K111,35 STARR STREET,NY,1004231,194609,-73.927938,40.70081,304,34,42300,3031850001,BK78,Bushwick South,Roxana Toro,I.A. Principal,718-418-6389,718-418-6146,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 2- Brooklyn North,NULL,NULL,NULL,304,83
2020,13K350,K350,Urban Assembly School of Music and Art,331300011350,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,K805,49 FLATBUSH AVENUE EXTENSION,NY,988540,193333,-73.984528,40.69733,302,33,1500,3001200020,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,PAUL THOMPSON,Principal,718-858-0249,718-858-0492,13,13,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",302,88
2020,13K351,K351,The Urban Assembly Unison School,331300010351,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2012-07-01T00:00:00.000,Open,K056,170 GATES AVENUE,NY,995195,188583,-73.960536,40.684286,302,35,23100,3019830010,BK69,Clinton Hill,Emily Jarrell,Principal,718-399-1061,718-857-0548,13,13,COMMUNITY SCHOOL DISTRICT 13,"SAMUELS, KAMAR",NYCDOE Citywide Office - Affinity Schools,NULL,School Support Team 4- Affinity Group,NULL,NULL,NULL,302,88
2020,17K352,K352,Ebbets Field Middle School,331700010352,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2005-07-01T00:00:00.000,Open,K320,46 MCKEEVER PLACE,NY,995490,181629,-73.959484,40.665199,309,35,32500,3013010001,BK63,Crown Heights South,JEANNE ROWE,I.A. Principal,718-941-5097,718-284-7973,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,309,71
2020,17K353,K353,Elijah Stroud Middle School,331700010353,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","06,07,08",2005-07-01T00:00:00.000,Open,K316,750 CLASSON AVENUE,NY,994952,185085,-73.961418,40.674685,308,35,21500,3011670018,BK64,Prospect Heights,Tricia Delauney,Principal,718-638-3067,718-638-3515,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,308,77
2020,17K354,K354,The School of Integrated Learning,331700010354,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2005-07-01T00:00:00.000,Open,K390,1224 PARK PLACE,NY,1001559,184216,-73.937601,40.67229,308,36,34300,3013700029,BK61,Crown Heights North,MONIQUE CAMPBELL,Principal,718-774-0362,718-774-0521,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,308,77
2020,84K355,K355,Williamsburg Collegiate Charter School,331400860885,Charter,General Academic,Junior High-Intermediate-Middle,"05,06,07,08","06,07,08",2005-07-01T00:00:00.000,Open,K016,157 WILSON STREET,NY,994772,196519,-73.962049,40.706069,301,33,53500,3021770001,BK72,Williamsburg,Mary Katherine Flynn/Alexandra Bronson,Principal,718-302-4018,718-302-4641,14,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,301,90
2020,84K356,K356,Achievement First Crown Heights Charter School,331700860879,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",2005-07-01T00:00:00.000,Open,K391,790 EAST NEW YORK AVENUE,NY,1001919,180501,-73.936313,40.662092,309,41,87600,3048060001,BK60,Prospect Lefferts Gardens-Wingate,Dymir Arthur/Sabrina Silver,Principal,718-774-0762,718-774-0830,17,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,309,71
2020,84K357,K357,KIPP AMP Charter School,331700860882,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08,09,10,11,12",2005-07-01T00:00:00.000,Open,K390,1224 PARK PLACE,NY,1001559,184216,-73.937601,40.67229,308,36,34300,3013700029,BK61,Crown Heights North,Antoine Lewis/Carlos Capellan,Principal,718-943-3710,718-774-3673,17,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,77
2020,84K358,K358,Achievement First East New York Charter School,331900860880,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",2005-07-01T00:00:00.000,Open,K013,557 PENNSYLVANIA AVENUE,NY,1013844,181232,-73.893328,40.664067,305,42,112600,3038230001,BK85,East New York (Pennsylvania Ave),Max Milliken/Lucy Volkmar,Principal,718-485-4924,718-342-5194,19,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305,75
2020,84K359,K359,The Uft Charter School,331900860891,Charter,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,K166,800 VAN SICLEN AVE,NY,1015961,179729,-73.885704,40.659934,305,42,110400,3043490050,BK82,East New York,Justin A. Davis,Principal,718-927-5540,718-922-0543,19,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305,75
2020,84K360,K360,Launch Expeditionary Learning Charter School,331600861003,Charter,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",2012-07-01T00:00:00.000,Open,K243,1580 DEAN STREET,NY,1002254,185450,-73.935093,40.675675,308,36,30900,3013470001,BK61,Crown Heights North,Evan Kilgore/Geoffrey Roehm,Executive Director,718-221-1064,718-221-1927,16,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,77
2020,22K361,K361,P.S. 361 East Flatbush Early Childhood School,332200010361,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02",1999-07-01T00:00:00.000,Open,K269,1957 NOSTRAND AVENUE,NY,998773,171585,-73.947672,40.637625,317,45,78800,3049940023,BK42,Flatbush,Tiffany Frazier,Principal,718-941-2800,718-940-3098,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,317,67
2020,84K362,K362,Hellenic Classical Charter School,331500860878,Charter,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2005-07-01T00:00:00.000,Open,KAWR,646 FIFTH AVENUE,NY,986399,180820,-73.992254,40.662985,307,38,14300,3006340034,BK37,Park Slope-Gowanus,Christina Tettonis,Principal,718-499-0957,718-499-0959,15,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307,72
2020,23K363,K363,Brownsville Collaborative Middle School,332300010363,DOE,General Academic,Junior High-Intermediate-Middle,"0K,06,07,08,SE","06,07,08",2012-07-01T00:00:00.000,Open,K298,85 WATKINS STREET,NY,1009849,183759,-73.907718,40.671015,316,37,90600,3035070007,BK81,Brownsville,GREGORY JACKSON,Principal,718-495-1202,718-495-1208,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 7- Brooklyn North,NULL,NULL,NULL,316,73
2020,19K364,K364,I.S. 364 Gateway,331900010364,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1999-07-01T00:00:00.000,Open,K364,1426 FREEPORT LOOP,NY,1017241,174731,-73.881115,40.646211,305,42,105804,3044520040,BK93,Starrett City,Nicole Fraser Edmund,Principal,718-642-3007,718-642-8516,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,23K365,K365,District 23 HS#1,332300011365,DOE,General Academic,High school,"09,10,11,12,SE",,1901-01-01T00:00:00.000,"Initiated, never opened",K894,1495 HERKIMER STREET,NY,1010838,186133,-73.904143,40.677528,316,37,36700,3015540016,BK79,Ocean Hill,NULL,NULL,NULL,NULL,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NULL,NULL,NULL,NULL,NULL,NULL,316,73
2020,18K366,K366,The Science And Medicine Middle School,331800010366,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2009-07-01T00:00:00.000,Open,K366,965 EAST 107TH STREET,NY,1014291,175159,-73.891743,40.647396,318,46,98400,3082150012,BK50,Canarsie,DENNIS HERRING JR,Principal,718-688-6400,718-688-6401,18,18,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 3- Brooklyn South,NULL,NULL,NULL,318,69
2020,84K367,K367,Success Academy Charter School - Bed-Stuy 1,331400861007,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",2011-07-01T00:00:00.000,Open,K033,70 TOMPKINS AVENUE,NY,998792,193107,-73.947557,40.696698,303,36,25700,3017430018,BK75,Bedford,Javeria Khan,Principal,718-635-3294,646-964-6598,14,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,79
2020,75K368,K368,P.S. 368,307500013368,DOE,Special Education,K-12 all grades,"PK,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",1989-06-26T00:00:00.000,Open,K033,70 TOMPKINS AVENUE,NY,998792,193107,-73.947557,40.696698,303,36,25700,3017430018,BK75,Bedford,LAVERNE PETER,Principal,718-388-9494,718-302-4481,14,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 754,NULL,NULL,NULL,303,79
2020,75K369,K369,P.S. K369 - Coy L. Cox School,307500013369,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",1922-07-01T00:00:00.000,Open,K369,383 STATE STREET,NY,988878,189727,-73.983312,40.687432,302,33,4100,3001720055,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Majorie Dalrymple,Principal,718-852-1701,718-624-6746,15,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 751,NULL,NULL,NULL,302,84
2020,75K370,K370,P.S. 370,307500013370,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","01,02,03,04,05,06,09,10,11,12,SE",1921-07-01T00:00:00.000,Open,K370,3000 WEST 1 STREET,NY,992619,149753,-73.969872,40.577709,313,48,35602,3072740107,BK23,West Brighton,SUSAN MILLER,Principal,718-372-3777,718-449-4082,21,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 752,NULL,NULL,NULL,313,60
2020,75K371,K371,P.S. 371 - Lillian L. Rashkis,307500013371,DOE,Special Education,High school,"09,10,11,12,SE","09,10,11,12,SE",1966-07-01T00:00:00.000,Open,K371,355 37 STREET,NY,982816,177658,-74.005168,40.654306,307,38,8400,3006960031,BK32,Sunset Park West,JOAN ANTONELLI,Principal,718-788-7608,718-832-2213,15,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 754,NULL,NULL,NULL,307,72
2020,75K372,K372,P.S. 372 -The Children's School,307500013372,DOE,Special Education,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1996-07-01T00:00:00.000,Open,K834,512 CARROLL STREET,NY,988272,185634,-73.9855,40.676198,306,39,11900,3004550001,BK37,Park Slope-Gowanus,Rosa Amato,Principal,718-624-5271,718-522-1879,15,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 751,NULL,NULL,NULL,306,78
2020,75K373,K373,P.S. 373 - Brooklyn Transition Center,307500013373,DOE,Special Education,High school,"09,10,11,12,SE","10,11,12,SE",1995-05-01T00:00:00.000,Open,K148,185 ELLERY STREET,NY,999442,194024,-73.945211,40.699214,303,36,25700,3017260014,BK75,Bedford,REGINA TOTTENHAM,Principal,718-782-6800,718-782-7098,14,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 755,NULL,NULL,NULL,303,79
2020,17K375,K375,P.S. 375 Jackie Robinson School,331700010375,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2001-07-01T00:00:00.000,Open,K320,46 MCKEEVER PLACE,NY,995490,181629,-73.959484,40.665199,309,35,32500,3013010001,BK63,Crown Heights South,Mecca Geters,I.A. Principal,718-693-6655,718-284-6433,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,309,71
2020,32K376,K376,P.S. 376,333200010376,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1996-07-01T00:00:00.000,Open,K376,194 HARMAN STREET,NY,1006381,193605,-73.920187,40.69805,304,37,43100,3032870001,BK77,Bushwick North,Maria Vera,I.A. Principal,718-573-0781,718-573-0769,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 2- Brooklyn North,NULL,NULL,NULL,304,83
2020,32K377,K377,P.S. 377 Alejandrina B. De Gautier,333200010377,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1974-07-01T00:00:00.000,Open,K377,200 WOODBINE STREET,NY,1007777,191964,-73.915159,40.693542,304,37,41500,3033600001,BK78,Bushwick South,DOMINIC ZAGAMI,Principal,718-574-0325,718-574-1082,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 2- Brooklyn North,NULL,NULL,NULL,304,83
2020,15K378,K378,MS 378 Carroll Gardens C.S,331500010378,DOE,General Academic,Junior High-Intermediate-Middle,SE,"07,08",2001-07-01T00:00:00.000,Closed,K142,610 HENRY STREET,NY,983868,187044,-74.0014,40.6801,306,39,6300,3003690001,BK33,Carroll Gardens-Columbia Street-Red Hook,NULL,NULL,718-923-4600,718-923-4620,15,15,COMMUNITY SCHOOL DISTRICT 15,Rosemary Stuart,NULL,NULL,NULL,NULL,NULL,NULL,306,76
2020,84K379,K379,Explore Excel Charter School,331800860702,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2011-07-01T00:00:00.000,Open,K114,1077 REMSEN AVENUE,NY,1009815,173437,-73.90788,40.642684,318,46,96400,3081600022,BK50,Canarsie,Jarren Kanze/Karen Francois,Principal,347-902-1758,718-272-1827,18,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,318,69
2020,14K380,K380,P.S. 380 John Wayne Elementary,331400010380,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1981-07-01T00:00:00.000,Open,K380,370 MARCY AVENUE,NY,997087,194961,-73.953702,40.70179,301,33,53100,3022360009,BK75,Bedford,VICTORIA PRISINZANO,Principal,718-388-0607,718-599-3231,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 4- Brooklyn North,NULL,NULL,NULL,301,90
2020,22K381,K381,I. S. 381,332200010381,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1999-07-01T00:00:00.000,Open,K240,2500 NOSTRAND AVENUE,NY,999008,166544,-73.946836,40.623788,314,45,74800,3076290030,BK43,Midwood,Victoria Hippolyte Agard,Principal,718-338-1534,718-338-2794,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,NULL,NULL,NULL,314,70
2020,17K382,K382,Academy for College Preparation and Career Explora,331700011382,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2006-07-01T00:00:00.000,Open,K465,911 FLATBUSH AVENUE,NY,996134,175947,-73.957173,40.649602,314,40,79400,3051030010,BK95,Erasmus,Joan Mosely,Principal,718-564-2566,718-564-2567,17,17,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",314,70
2020,32K383,K383,J.H.S. 383 Philippa Schuyler,333200010383,DOE,General Academic,Junior High-Intermediate-Middle,"05,06,07,08,SE","05,06,07,08",1977-07-01T00:00:00.000,Open,K383,1300 GREENE AVENUE,NY,1006686,193550,-73.919088,40.697898,304,37,43100,3032980001,BK77,Bushwick North,Jeanette Wigdorsky,Principal,718-574-0390,718-574-1366,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 2- Brooklyn North,NULL,NULL,NULL,304,83
2020,32K384,K384,P.S. /I.S. 384 Frances E. Carter,333200010384,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1975-07-01T00:00:00.000,Open,K384,242 COOPER STREET,NY,1010680,190634,-73.904695,40.689883,304,37,40900,3034420001,BK77,Bushwick North,Claudia Harris,Principal,718-642-4890,718-642-5029,32,32,COMMUNITY SCHOOL DISTRICT 32,"GORSKI, SHEILA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 2- Brooklyn North,NULL,NULL,NULL,304,83
2020,16K385,K385,"School of Business, Finance and Entrepreneurship",331600010385,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1999-07-01T00:00:00.000,Closed,K057,125 STUYVESANT AVENUE,NY,1003037,191204,-73.932254,40.691467,303,36,29100,3016160001,BK35,Stuyvesant Heights,Anne marie Malcolm,PRINCIPAL,718-602-3271,718-602-3274,16,16,COMMUNITY SCHOOL DISTRICT 16,"AMON, RAHESHA",NULL,NULL,NULL,NULL,NULL,NULL,303,81
2020,84K386,K386,Invictus Preparatory Charter School,331900860997,Charter,General Academic,Junior High-Intermediate-Middle,"05,06,07,08","06,07,08",2011-07-01T00:00:00.000,Closed,K218,370 FOUNTAIN AVENUE,NY,1019054,183408,-73.874537,40.67002,305,42,111800,3042780001,BK82,East New York,Chris Barfield/Camille Bell,PRINCIPAL,718-235-1682,718-235-1685,19,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305,75
2020,17K390,K390,M S 390 Maggie L. Walker,331700010390,DOE,General Academic,Junior High-Intermediate-Middle,8,"06,07,08",1984-07-01T00:00:00.000,Closed,K390,1224 PARK PLACE,NY,1001683,184377,-73.9372,40.6727,308,36,34300,3013700029,BK61,Crown Heights North,Tyone Washington,I.A. Principal,718-493-5445,718-467-4522,17,17,COMMUNITY SCHOOL DISTRICT 17,Rhonda Hurdle Taylor,NULL,NULL,NULL,NULL,NULL,NULL,308,77
2020,17K391,K391,I S 391 Mahalia Jackson,331700010391,DOE,General Academic,Junior High-Intermediate-Middle,"08,SE","06,07,08",1976-07-01T00:00:00.000,Closed,K391,790 EAST NEW YORK AVENUE,NY,1001900,180630,-73.9364,40.6624,309,41,87600,3048060001,BK60,Prospect Lefferts Gardens-Wingate,Iris Zvi,Principal,718-493-8920,718-467-3549,17,17,COMMUNITY SCHOOL DISTRICT 17,Rhonda Hurdle Taylor,NULL,NULL,NULL,NULL,NULL,NULL,309,71
2020,23K392,K392,I.S. 392,332300010392,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",2001-07-01T00:00:00.000,Open,K356,104 SUTTER AVENUE,NY,1007032,181766,-73.91788,40.665553,316,41,90000,3035350016,BK81,Brownsville,Ingrid Joseph,Principal,718-498-2491,718-346-2804,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 7- Brooklyn North,NULL,NULL,NULL,316,73
2020,16K393,K393,Frederick Douglass Academy IV Secondary School,331600010393,DOE,General Academic,High school,"09,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Closed,K057,125 STUYVESANT AVENUE,NY,1003037,191204,-73.932254,40.691467,303,36,29100,3016160001,BK35,Stuyvesant Heights,Elvin Crespo,PRINCIPAL,718-574-3126,718-574-2821,16,16,NULL,NULL,NULL,NULL,NULL,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN",303,81
2020,17K394,K394,M.S. K394,331700010394,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1999-07-01T00:00:00.000,Open,K210,188 ROCHESTER AVENUE,NY,1003968,184371,-73.928917,40.67271,308,36,34700,3013670022,BK61,Crown Heights North,SOJOURNER WELCH-DAVID,I.A. Principal,718-756-3164,718-756-3177,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,308,77
2020,84K395,K395,New Visions A.I.M. Charter High School I,332300861007,Charter,Transfer School,High school,"09,10,11,12","09,10,11,12",2012-07-01T00:00:00.000,Open,K907,1150 EAST NEW YORK AVENUE,NY,1005367,182019,-73.923881,40.666251,316,41,90000,3035080012,BK81,Brownsville,Kristin Greer,Principal,718-280-9819,718-498-0604,17,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,316,73
2020,75K396,K396,P.S. K396,307500013396,DOE,Special Education,K-8,"0K,01,02,03,04,05,06,07,08,SE","01,02,03,04,05,06,07,08,09,10,11,12,SE",1967-07-01T00:00:00.000,Open,K396,110 CHESTER STREET,NY,1008721,182744,-73.911788,40.668232,316,41,92400,3035200008,BK81,Brownsville,Keisha McCoy-Dailey,Principal,718-385-6200,718-345-3021,23,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 754,NULL,NULL,NULL,316,73
2020,17K397,K397,P.S. 397 Foster-Laurie,331700010397,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1975-07-01T00:00:00.000,Open,K397,490 FENIMORE STREET,NY,999133,179250,-73.946358,40.658663,309,40,81000,3048150020,BK60,Prospect Lefferts Gardens-Wingate,Marie Casseus Monteau,Principal,718-774-5200,718-953-4856,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,309,71
2020,17K398,K398,P.S. 398 Walter Weaver,331700010398,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1977-07-01T00:00:00.000,Open,K398,60 EAST  94 STREET,NY,1004231,180975,-73.927979,40.663388,317,41,88200,3045950215,BK96,Rugby-Remsen Village,Ariana Butler Bass,I.A. Principal,718-774-4466,718-467-4018,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,317,67
2020,17K399,K399,P.S. 399 Stanley Eugene Clark,331700010399,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1981-07-01T00:00:00.000,Open,K399,2707 ALBEMARLE ROAD,NY,997663,175465,-73.951664,40.648277,317,40,82400,3051110001,BK95,Erasmus,Lakeasha Williams,Principal,718-693-3023,718-940-0702,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,317,67
